student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
275,2,IT,6.86,1,1,Day Scholar,6,Low,Data Analysis,High,Beginner,High,Poor,High
276,1,ECE,6.26,4,0,Day Scholar,4,Medium,IoT,Medium,Beginner,High,Average,High
277,4,Mechanical,6.42,2,1,Hostel,4,High,CAD Design,Medium,Beginner,High,Good,High
278,2,EEE,9.09,6,0,Hostel,5,Low,Power Systems,High,Intermediate,High,Poor,Low
279,2,Mechanical,5.41,2,0,Hostel,5,Medium,CAD Design,Medium,Beginner,High,Average,High
280,4,CSE,9.12,6,1,Hostel,5,Low,Web Development,Low,Intermediate,High,Poor,Low
281,4,CSE,9.47,4,0,Day Scholar,5,Medium,Web Development,Low,Intermediate,Medium,Average,Low
282,2,ECE,9.49,3,1,Hostel,5,Medium,VLSI Design,Low,Beginner,Medium,Average,Low
283,4,IT,6.72,3,0,Day Scholar,5,High,Web Development,High,Beginner,Medium,Good,Medium
284,3,EEE,8.2,3,2,Day Scholar,8,Low,Electrical Design,High,Beginner,High,Poor,Low
285,1,EEE,8.36,4,2,Day Scholar,4,Medium,Electrical Design,High,Intermediate,Medium,Average,Low
286,2,EEE,7.3,1,2,Day Scholar,7,High,Electrical Design,Low,Beginner,High,Good,High
287,2,CSE,5.89,1,0,Hostel,5,Low,Cybersecurity,Low,Beginner,High,Poor,High
288,4,EEE,6.79,3,0,Hostel,8,High,Industrial Automation,Low,Beginner,Medium,Good,Medium
289,4,Mechanical,5.12,5,1,Hostel,4,Medium,CAD Design,Low,Beginner,High,Average,High
290,4,ECE,5.69,2,0,Day Scholar,5,High,Embedded Systems,Low,Beginner,High,Good,High
291,4,EEE,6.4,6,2,Hostel,4,Low,Electrical Design,High,Beginner,High,Poor,High
292,3,IT,8.93,4,0,Hostel,4,Medium,Web Development,Low,Intermediate,Medium,Average,Low
293,3,EEE,6.96,2,1,Day Scholar,4,Low,Power Systems,High,Beginner,High,Poor,High
294,4,EEE,8.84,1,0,Day Scholar,8,Low,Industrial Automation,Medium,Beginner,High,Poor,High
295,3,EEE,8.31,2,0,Day Scholar,7,Low,Smart Grid Systems,High,Beginner,High,Poor,High
296,2,EEE,6.23,5,1,Hostel,7,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
297,2,Mechanical,5.94,3,2,Hostel,7,Medium,Robotics,High,Beginner,High,Average,High
298,1,EEE,6.57,4,1,Day Scholar,5,High,Renewable Energy,High,Beginner,Medium,Good,Medium
299,3,EEE,6.71,1,0,Day Scholar,7,Medium,Industrial Automation,High,Beginner,High,Average,High
300,2,CSE,6.88,6,0,Day Scholar,4,Low,App Development,Medium,Beginner,High,Poor,Medium
301,4,ECE,7.53,3,0,Day Scholar,8,Medium,Embedded Systems,Low,Beginner,Medium,Average,Low
302,3,CSE,5.65,2,0,Hostel,8,Medium,App Development,High,Beginner,High,Average,High
303,3,IT,5.93,2,1,Day Scholar,8,Low,AI/ML,Medium,Beginner,High,Poor,High
304,4,Mechanical,7.5,3,0,Hostel,6,Low,Robotics,Medium,Beginner,High,Poor,Low
305,1,ECE,6.98,4,0,Hostel,7,High,Signal Processing,Medium,Beginner,Medium,Good,Medium
306,4,CSE,7.31,4,0,Day Scholar,7,High,AI/ML,Low,Beginner,Medium,Good,Medium
307,1,CSE,8.48,5,0,Day Scholar,6,Low,Data Science,High,Intermediate,High,Poor,Low
308,2,EEE,7.61,5,0,Hostel,5,Medium,Power Systems,High,Intermediate,Medium,Average,Low
309,2,IT,7.29,2,0,Hostel,8,High,Communication Skills,High,Beginner,Medium,Good,High
310,1,EEE,8.62,6,2,Hostel,8,Medium,Smart Grid Systems,Low,Intermediate,Medium,Average,Low
311,1,CSE,8.29,5,0,Day Scholar,8,Medium,App Development,Low,Intermediate,Medium,Average,Low
312,2,Mechanical,7.75,5,1,Hostel,6,High,Automobile Engineering,Low,Intermediate,Medium,Good,Low
313,4,CSE,7.56,6,2,Day Scholar,4,Low,AI/ML,Medium,Intermediate,High,Poor,Low
314,1,Mechanical,7.67,6,0,Hostel,4,High,Automobile Engineering,Low,Intermediate,Medium,Good,Low
315,4,ECE,9.15,4,0,Hostel,7,High,VLSI Design,Low,Intermediate,Low,Good,Low
316,1,EEE,5.09,1,1,Day Scholar,4,Low,Electrical Design,Medium,Beginner,High,Poor,High
317,1,Mechanical,8.82,4,0,Day Scholar,8,Low,CAD Design,Medium,Intermediate,High,Poor,Low
318,1,EEE,5.47,1,0,Day Scholar,5,Low,Renewable Energy,Medium,Beginner,High,Poor,High
319,4,IT,6.42,3,0,Hostel,5,High,AI/ML,Medium,Beginner,High,Good,High
320,4,IT,9.33,3,0,Hostel,5,Low,Competitive Coding,Medium,Beginner,High,Poor,Low
321,2,Mechanical,5.39,5,1,Hostel,7,High,Manufacturing,High,Beginner,High,Good,High
322,4,CSE,5.62,1,0,Hostel,5,Medium,Data Science,High,Beginner,High,Average,High
323,1,ECE,5.31,5,0,Hostel,4,Medium,Signal Processing,Medium,Beginner,High,Average,High
324,1,ECE,9.47,6,2,Day Scholar,6,Medium,IoT,High,Intermediate,Medium,Average,Low
325,4,IT,6.53,4,0,Day Scholar,8,Low,Communication Skills,High,Beginner,High,Poor,Medium
326,4,EEE,5.3,1,1,Hostel,7,Low,Power Systems,High,Beginner,High,Poor,High
327,1,IT,7.9,4,1,Hostel,6,High,Competitive Coding,Medium,Intermediate,Medium,Good,Low
328,4,ECE,6.11,6,0,Day Scholar,5,Medium,Embedded Systems,Medium,Beginner,High,Average,High
329,2,CSE,9.41,4,0,Day Scholar,5,High,Data Science,Low,Intermediate,Low,Good,Low
330,3,IT,8.86,5,0,Day Scholar,5,Low,AI/ML,Medium,Intermediate,High,Poor,Low
331,4,IT,8.21,2,0,Hostel,8,Medium,Web Development,Medium,Beginner,Medium,Average,High
332,1,Mechanical,7.62,5,0,Hostel,4,Low,Automobile Engineering,High,Intermediate,High,Poor,Low
333,1,EEE,5.67,6,1,Day Scholar,7,High,Renewable Energy,High,Beginner,High,Good,High
334,3,Mechanical,5.14,3,1,Day Scholar,5,Low,Automobile Engineering,Low,Beginner,High,Poor,High
335,4,EEE,8.03,1,0,Day Scholar,5,High,Smart Grid Systems,Low,Beginner,High,Good,High
336,3,Mechanical,5.03,5,0,Hostel,4,Medium,Manufacturing,High,Beginner,High,Average,High
337,2,IT,8.67,2,2,Day Scholar,8,Low,Competitive Coding,High,Beginner,High,Poor,High
338,3,ECE,6.85,4,0,Hostel,8,Medium,Communication Systems,Medium,Beginner,Medium,Average,Medium
339,1,EEE,8.35,4,0,Hostel,7,Low,Renewable Energy,Low,Intermediate,High,Poor,Low
340,4,CSE,5.77,1,2,Day Scholar,6,High,Data Science,Medium,Beginner,High,Good,High
341,1,EEE,7.79,5,2,Hostel,4,Medium,Smart Grid Systems,Low,Intermediate,Medium,Average,Low
342,4,CSE,9.25,6,2,Hostel,4,Low,Data Science,Medium,Intermediate,High,Poor,Low
343,3,Mechanical,8.61,3,0,Day Scholar,8,Low,Manufacturing,Low,Beginner,High,Poor,Low
344,1,Mechanical,6.54,1,0,Day Scholar,5,Low,Robotics,High,Beginner,High,Poor,High
345,3,EEE,5.16,5,0,Day Scholar,5,High,Smart Grid Systems,High,Beginner,High,Good,High
346,1,ECE,7.61,6,0,Day Scholar,8,Medium,Signal Processing,Medium,Intermediate,Medium,Average,Low
347,3,IT,5.5,3,0,Hostel,6,Low,AI/ML,Medium,Beginner,High,Poor,High
348,4,Mechanical,7.36,4,0,Hostel,4,High,Thermal Engineering,Medium,Beginner,Medium,Good,Medium
349,2,CSE,8.18,3,0,Hostel,7,Medium,Cybersecurity,Medium,Beginner,Medium,Average,Low
350,2,IT,6.01,4,0,Day Scholar,5,High,Web Development,Low,Beginner,High,Good,High
351,3,Mechanical,7.32,6,0,Day Scholar,4,Low,Automobile Engineering,Medium,Beginner,High,Poor,Medium
352,3,Mechanical,8.24,5,0,Hostel,7,High,CAD Design,Low,Intermediate,Low,Good,Low
353,4,EEE,8.07,4,2,Day Scholar,7,Low,Electrical Design,Low,Intermediate,High,Poor,Low
354,4,ECE,7.33,6,1,Day Scholar,8,Medium,VLSI Design,High,Beginner,Medium,Average,Medium
355,1,Mechanical,5.75,5,1,Day Scholar,5,Medium,Robotics,Medium,Beginner,High,Average,High
356,1,EEE,7.44,6,2,Hostel,8,High,Electrical Design,Medium,Beginner,Medium,Good,Medium
357,4,IT,7.28,2,0,Hostel,6,Medium,Web Development,High,Beginner,Medium,Average,High
358,4,IT,5.2,3,0,Hostel,6,Medium,AI/ML,Low,Beginner,High,Average,High
359,4,IT,9.08,3,0,Hostel,7,Medium,Communication Skills,Medium,Beginner,Medium,Average,Low
360,4,Mechanical,8.54,1,0,Day Scholar,6,High,Automobile Engineering,Low,Beginner,High,Good,High
361,2,ECE,7.34,4,0,Hostel,6,Medium,Signal Processing,High,Beginner,Medium,Average,Medium
362,4,ECE,7.41,1,0,Hostel,5,Medium,IoT,Medium,Beginner,High,Average,High
363,4,Mechanical,5.31,6,2,Hostel,7,Low,Thermal Engineering,High,Beginner,High,Poor,High
364,2,Mechanical,7.82,2,0,Day Scholar,7,High,Thermal Engineering,Medium,Beginner,Medium,Good,High
365,3,EEE,5.44,2,1,Day Scholar,4,Medium,Electrical Design,Low,Beginner,High,Average,High
366,4,IT,5.55,5,2,Hostel,5,High,AI/ML,High,Beginner,High,Good,High
367,1,EEE,5.85,2,0,Hostel,7,High,Smart Grid Systems,Low,Beginner,High,Good,High
368,4,EEE,8.8,6,0,Day Scholar,4,High,Renewable Energy,Low,Intermediate,Low,Good,Low
369,2,CSE,7.49,3,0,Hostel,4,Medium,App Development,Low,Beginner,Medium,Average,Medium
370,4,EEE,8.64,6,1,Day Scholar,7,Medium,Smart Grid Systems,High,Intermediate,Medium,Average,Low
371,1,IT,8.16,4,0,Hostel,8,Low,Communication Skills,High,Intermediate,High,Poor,Low
372,1,EEE,6.86,2,0,Hostel,8,Low,Industrial Automation,Low,Beginner,High,Poor,High
373,3,Mechanical,7.05,1,2,Hostel,5,Medium,Thermal Engineering,High,Beginner,High,Average,High
374,3,EEE,7.27,2,0,Hostel,6,Low,Renewable Energy,Medium,Beginner,High,Poor,High
375,4,EEE,5.18,4,0,Day Scholar,8,High,Electrical Design,Low,Beginner,High,Good,High
376,1,CSE,7.57,2,0,Hostel,5,Low,AI/ML,Low,Beginner,High,Poor,High
377,3,IT,7.13,4,1,Hostel,7,High,Data Analysis,High,Beginner,Medium,Good,Medium
378,4,Mechanical,7.38,5,2,Hostel,6,Low,Automobile Engineering,Medium,Beginner,High,Poor,Medium
379,1,EEE,6.69,2,0,Hostel,5,High,Electrical Design,Medium,Beginner,Medium,Good,High
380,4,EEE,7.77,1,1,Hostel,4,Low,Smart Grid Systems,Medium,Beginner,High,Poor,High
381,1,IT,5.69,4,0,Hostel,8,Medium,Competitive Coding,Low,Beginner,High,Average,High
382,1,IT,5.64,3,2,Day Scholar,7,High,Communication Skills,Low,Beginner,High,Good,High
383,4,ECE,7.57,3,0,Hostel,6,Low,Embedded Systems,Low,Beginner,High,Poor,Low
384,1,EEE,6.07,1,0,Hostel,5,Medium,Renewable Energy,High,Beginner,High,Average,High
385,1,Mechanical,8.05,3,0,Day Scholar,7,Low,CAD Design,High,Beginner,High,Poor,Low
386,4,ECE,5.35,3,2,Hostel,6,High,VLSI Design,Low,Beginner,High,Good,High
387,4,CSE,8.62,1,0,Day Scholar,6,High,App Development,Medium,Beginner,High,Good,High
388,3,EEE,8.55,5,2,Hostel,4,High,Smart Grid Systems,High,Intermediate,Low,Good,Low
389,2,IT,9.14,5,0,Day Scholar,4,Medium,Competitive Coding,Medium,Intermediate,Medium,Average,Low
390,1,ECE,8.83,2,2,Day Scholar,7,Low,IoT,Low,Beginner,High,Poor,High
391,1,CSE,9.45,4,1,Day Scholar,4,High,AI/ML,Low,Intermediate,Low,Good,Low
392,4,EEE,5.38,4,1,Day Scholar,6,Medium,Renewable Energy,High,Beginner,High,Average,High
393,4,CSE,7.83,2,0,Day Scholar,7,Medium,Data Science,Medium,Beginner,Medium,Average,High
394,4,Mechanical,5.37,4,2,Day Scholar,6,Low,Manufacturing,High,Beginner,High,Poor,High
395,4,ECE,6.55,3,0,Day Scholar,8,High,IoT,Low,Beginner,Medium,Good,Medium
396,2,CSE,6.02,4,2,Day Scholar,6,Medium,Cybersecurity,High,Beginner,High,Average,High
397,3,ECE,6.9,1,0,Hostel,6,High,Embedded Systems,Low,Beginner,High,Good,High
398,4,IT,8.28,3,0,Day Scholar,6,Low,Data Analysis,High,Beginner,High,Poor,Low
399,3,ECE,9.23,6,2,Day Scholar,5,High,Embedded Systems,Low,Intermediate,Low,Good,Low
400,3,Mechanical,8.1,6,2,Day Scholar,7,Medium,Robotics,Low,Intermediate,Medium,Average,Low
401,2,IT,9.24,6,0,Hostel,6,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
402,3,EEE,9.02,2,1,Day Scholar,8,Low,Renewable Energy,High,Beginner,High,Poor,High
403,3,ECE,8.47,5,0,Day Scholar,8,High,VLSI Design,High,Intermediate,Low,Good,Low
404,1,ECE,5.26,4,0,Hostel,4,Medium,Embedded Systems,High,Beginner,High,Average,High
405,3,EEE,6.01,1,1,Hostel,5,High,Renewable Energy,Low,Beginner,High,Good,High
406,2,IT,6.64,1,1,Day Scholar,5,Medium,Data Analysis,Low,Beginner,High,Average,High
407,2,EEE,8.58,4,1,Day Scholar,6,Low,Industrial Automation,Low,Intermediate,High,Poor,Low
408,3,EEE,5.12,5,0,Hostel,5,Low,Renewable Energy,High,Beginner,High,Poor,High
409,2,CSE,6.04,4,0,Day Scholar,4,High,Cybersecurity,Low,Beginner,High,Good,High
410,1,EEE,5.41,3,2,Day Scholar,6,High,Power Systems,Low,Beginner,High,Good,High
411,1,Mechanical,6.7,4,0,Day Scholar,5,Low,CAD Design,Medium,Beginner,High,Poor,Medium
412,3,CSE,5.26,6,0,Hostel,7,High,AI/ML,High,Beginner,High,Good,High
413,2,EEE,9.15,6,1,Day Scholar,7,High,Electrical Design,Low,Intermediate,Low,Good,Low
414,2,IT,7.2,2,0,Hostel,7,Medium,Competitive Coding,Low,Beginner,Medium,Average,High
415,2,EEE,5.1,1,2,Hostel,8,Medium,Electrical Design,High,Beginner,High,Average,High
416,2,Mechanical,7.35,1,1,Hostel,8,Medium,CAD Design,High,Beginner,High,Average,High
417,3,IT,5.52,5,0,Hostel,4,High,AI/ML,High,Beginner,High,Good,High
418,2,IT,8.97,2,0,Hostel,5,High,Data Analysis,Low,Beginner,Medium,Good,High
419,2,CSE,7.32,5,0,Hostel,6,Medium,Data Science,Low,Beginner,Medium,Average,Medium
420,2,ECE,6.37,1,2,Day Scholar,6,High,Communication Systems,High,Beginner,High,Good,High
421,4,Mechanical,5.51,2,1,Hostel,5,High,Robotics,High,Beginner,High,Good,High
422,3,CSE,5.17,2,1,Hostel,6,High,Web Development,High,Beginner,High,Good,High
423,2,Mechanical,6.04,4,0,Day Scholar,7,Low,Automobile Engineering,High,Beginner,High,Poor,High
424,2,CSE,6.57,5,0,Day Scholar,7,High,Cybersecurity,High,Beginner,Medium,Good,Medium
425,2,EEE,6.43,4,0,Day Scholar,6,Medium,Electrical Design,Medium,Beginner,High,Average,High
426,3,Mechanical,5.67,5,0,Day Scholar,6,Low,Thermal Engineering,Medium,Beginner,High,Poor,High
427,1,EEE,8.84,2,1,Day Scholar,8,Low,Electrical Design,Low,Beginner,High,Poor,High
428,1,ECE,8.24,3,0,Hostel,4,High,VLSI Design,Medium,Beginner,Medium,Good,Low
429,4,ECE,7.98,6,0,Hostel,5,Low,Signal Processing,Low,Intermediate,High,Poor,Low
430,4,CSE,8.41,2,1,Day Scholar,4,High,Data Science,Medium,Beginner,Medium,Good,High
431,1,CSE,6.51,1,2,Day Scholar,4,High,Cybersecurity,High,Beginner,High,Good,High
432,4,ECE,8.53,4,1,Day Scholar,7,Medium,VLSI Design,Low,Intermediate,Medium,Average,Low
433,3,CSE,8.45,4,0,Day Scholar,6,High,Web Development,High,Intermediate,Low,Good,Low
434,3,EEE,6.82,5,1,Hostel,8,Low,Industrial Automation,Low,Beginner,High,Poor,Medium
435,1,ECE,8.53,3,2,Day Scholar,5,Low,VLSI Design,Medium,Beginner,High,Poor,Low
436,3,CSE,8.16,5,0,Day Scholar,6,Medium,Web Development,Low,Intermediate,Medium,Average,Low
437,1,IT,6.62,4,1,Hostel,8,Medium,Data Analysis,Low,Beginner,Medium,Average,Medium
438,4,Mechanical,6.33,2,1,Hostel,5,Low,Manufacturing,High,Beginner,High,Poor,High
439,4,Mechanical,7.26,2,0,Day Scholar,7,High,Automobile Engineering,Low,Beginner,Medium,Good,High
440,1,EEE,8.55,5,0,Hostel,4,Low,Power Systems,Low,Intermediate,High,Poor,Low
441,1,EEE,9.24,2,1,Day Scholar,7,Low,Renewable Energy,High,Beginner,High,Poor,High
442,3,EEE,9.45,4,2,Day Scholar,7,Low,Industrial Automation,Low,Intermediate,High,Poor,Low
443,3,CSE,6.19,2,0,Day Scholar,7,High,AI/ML,High,Beginner,High,Good,High
444,1,Mechanical,7.89,6,1,Hostel,4,Medium,Automobile Engineering,Medium,Intermediate,Medium,Average,Low
445,2,IT,7.63,2,0,Day Scholar,5,Medium,Communication Skills,High,Beginner,Medium,Average,High
446,3,IT,7.36,6,1,Hostel,7,Medium,AI/ML,Medium,Beginner,Medium,Average,Medium
447,1,ECE,9.23,3,0,Hostel,8,Low,Signal Processing,Low,Beginner,High,Poor,Low
448,2,IT,7.86,2,0,Hostel,5,Medium,AI/ML,Low,Beginner,Medium,Average,High
449,3,IT,6.18,3,0,Day Scholar,6,Low,Data Analysis,Low,Beginner,High,Poor,High
450,3,EEE,5.23,6,0,Day Scholar,7,High,Power Systems,Low,Beginner,High,Good,High
451,3,ECE,8.33,4,0,Hostel,7,High,VLSI Design,Low,Intermediate,Low,Good,Low
452,3,EEE,5.18,5,0,Day Scholar,8,High,Renewable Energy,Low,Beginner,High,Good,High
453,4,CSE,9.24,4,0,Day Scholar,4,Low,Data Science,High,Intermediate,High,Poor,Low
454,4,EEE,6.5,1,0,Hostel,4,High,Smart Grid Systems,Low,Beginner,High,Good,High
455,1,CSE,8.63,2,0,Day Scholar,4,Low,App Development,Medium,Beginner,High,Poor,High
456,1,Mechanical,9.47,5,0,Day Scholar,7,High,Manufacturing,High,Intermediate,Low,Good,Low
457,3,EEE,8.49,2,1,Hostel,7,High,Electrical Design,Medium,Beginner,Medium,Good,High
458,1,ECE,8.75,4,0,Hostel,8,Medium,Embedded Systems,High,Intermediate,Medium,Average,Low
459,3,ECE,5.53,6,0,Hostel,5,High,Embedded Systems,Medium,Beginner,High,Good,High
460,3,EEE,8.01,5,1,Day Scholar,5,High,Power Systems,Medium,Intermediate,Low,Good,Low
461,4,IT,6.66,3,2,Hostel,8,Medium,Communication Skills,Low,Beginner,Medium,Average,Medium
462,3,EEE,5.7,5,0,Day Scholar,4,Low,Renewable Energy,Medium,Beginner,High,Poor,High
463,1,ECE,8.96,6,2,Hostel,4,Medium,VLSI Design,Low,Intermediate,Medium,Average,Low
464,2,Mechanical,8.81,2,2,Hostel,4,High,CAD Design,Low,Beginner,Medium,Good,High
465,1,CSE,5.17,1,1,Day Scholar,4,Medium,AI/ML,Medium,Beginner,High,Average,High
466,4,Mechanical,9.29,6,0,Day Scholar,5,Low,Robotics,High,Intermediate,High,Poor,Low
467,1,EEE,9.09,4,0,Day Scholar,7,Low,Electrical Design,High,Intermediate,High,Poor,Low
468,4,EEE,5.82,3,0,Day Scholar,5,Low,Smart Grid Systems,High,Beginner,High,Poor,High
469,3,Mechanical,7.49,2,2,Day Scholar,4,High,Robotics,Medium,Beginner,Medium,Good,High
470,4,CSE,6.32,1,0,Day Scholar,8,High,App Development,Medium,Beginner,High,Good,High
471,3,ECE,5.91,1,0,Day Scholar,4,Medium,Embedded Systems,Low,Beginner,High,Average,High
472,3,EEE,5.05,6,1,Day Scholar,5,High,Smart Grid Systems,High,Beginner,High,Good,High
473,3,ECE,5.56,3,2,Day Scholar,6,High,Communication Systems,High,Beginner,High,Good,High
474,2,EEE,8.18,5,0,Day Scholar,4,Medium,Industrial Automation,Medium,Intermediate,Medium,Average,Low
475,2,Mechanical,5.89,4,0,Day Scholar,6,Low,Thermal Engineering,Medium,Beginner,High,Poor,High
476,1,EEE,5.94,6,1,Hostel,6,Medium,Electrical Design,High,Beginner,High,Average,High
477,3,ECE,7.46,5,0,Day Scholar,4,Medium,VLSI Design,High,Beginner,Medium,Average,Medium
478,3,CSE,9.09,5,1,Day Scholar,8,Medium,Web Development,Low,Intermediate,Medium,Average,Low
479,1,Mechanical,6.39,1,2,Hostel,6,High,Manufacturing,Low,Beginner,High,Good,High
480,3,Mechanical,7.1,5,1,Hostel,6,Low,Automobile Engineering,Medium,Beginner,High,Poor,Medium
481,2,ECE,5.46,3,0,Day Scholar,8,Low,Embedded Systems,Low,Beginner,High,Poor,High
482,3,ECE,9.39,4,0,Day Scholar,5,High,Embedded Systems,Medium,Intermediate,Low,Good,Low
483,1,ECE,5.02,3,2,Day Scholar,4,Medium,VLSI Design,Medium,Beginner,High,Average,High
484,1,CSE,8.36,3,0,Day Scholar,6,Medium,App Development,High,Beginner,Medium,Average,Low
485,4,IT,9.04,3,0,Hostel,5,Low,AI/ML,Medium,Beginner,High,Poor,Low
486,4,ECE,8.64,5,1,Hostel,7,Medium,IoT,Medium,Intermediate,Medium,Average,Low
487,3,CSE,9.34,2,0,Day Scholar,8,High,Cybersecurity,Medium,Beginner,Medium,Good,High
488,3,CSE,5.11,6,1,Hostel,5,Medium,Data Science,High,Beginner,High,Average,High
489,4,CSE,6.13,3,0,Hostel,6,Low,App Development,Medium,Beginner,High,Poor,High
490,4,IT,7.88,4,0,Day Scholar,7,Medium,AI/ML,Low,Intermediate,Medium,Average,Low
491,3,EEE,8.7,2,0,Hostel,7,Medium,Electrical Design,High,Beginner,Medium,Average,High
492,3,Mechanical,8.48,2,0,Hostel,6,High,Manufacturing,Low,Beginner,Medium,Good,High
493,2,Mechanical,5.13,6,2,Day Scholar,4,Low,Automobile Engineering,High,Beginner,High,Poor,High
494,2,CSE,8.09,1,0,Hostel,6,Low,Cybersecurity,High,Beginner,High,Poor,High
495,3,ECE,6.05,6,1,Day Scholar,7,Low,VLSI Design,Low,Beginner,High,Poor,High
496,2,ECE,6.98,1,2,Day Scholar,8,Medium,IoT,Medium,Beginner,High,Average,High
497,4,IT,9.17,4,2,Hostel,8,High,Data Analysis,Medium,Intermediate,Low,Good,Low
498,2,IT,6.89,1,0,Day Scholar,7,Medium,Competitive Coding,Medium,Beginner,High,Average,High
499,2,CSE,5.38,6,0,Hostel,5,Medium,AI/ML,Medium,Beginner,High,Average,High
500,1,Mechanical,7.46,3,0,Hostel,4,High,Automobile Engineering,High,Beginner,Medium,Good,Medium
501,1,IT,5.07,5,0,Hostel,7,High,Data Analysis,Low,Beginner,High,Good,High
502,1,CSE,6.72,2,0,Day Scholar,7,Medium,AI/ML,High,Beginner,Medium,Average,High
503,1,EEE,7.91,4,0,Hostel,8,Low,Renewable Energy,Medium,Intermediate,High,Poor,Low
504,2,IT,7.68,6,1,Hostel,6,Medium,Data Analysis,High,Intermediate,Medium,Average,Low
505,1,Mechanical,5.61,5,0,Day Scholar,4,Medium,Automobile Engineering,High,Beginner,High,Average,High
506,2,Mechanical,5.54,2,2,Day Scholar,6,High,CAD Design,Medium,Beginner,High,Good,High
507,2,EEE,8.04,2,1,Hostel,8,Medium,Industrial Automation,Medium,Beginner,Medium,Average,High
508,2,IT,8.81,6,0,Hostel,6,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
509,4,Mechanical,5.13,1,0,Day Scholar,4,Medium,Thermal Engineering,Low,Beginner,High,Average,High
510,3,Mechanical,9.46,1,0,Day Scholar,8,High,Automobile Engineering,Medium,Beginner,High,Good,High
511,1,ECE,8.49,6,1,Day Scholar,6,Low,VLSI Design,Low,Intermediate,High,Poor,Low
512,2,CSE,6.25,6,0,Day Scholar,6,Low,App Development,Low,Beginner,High,Poor,High
513,4,CSE,8.42,4,0,Day Scholar,4,High,Web Development,Low,Intermediate,Low,Good,Low
514,2,ECE,8.22,2,2,Hostel,4,High,IoT,High,Beginner,Medium,Good,High
515,4,Mechanical,6.65,2,1,Hostel,4,Low,Automobile Engineering,Low,Beginner,High,Poor,High
516,2,ECE,5.81,4,2,Hostel,7,Low,Signal Processing,Medium,Beginner,High,Poor,High
517,2,ECE,9.08,6,1,Day Scholar,6,Medium,Communication Systems,High,Intermediate,Medium,Average,Low
518,2,EEE,5.32,5,1,Day Scholar,5,High,Industrial Automation,Medium,Beginner,High,Good,High
519,1,ECE,6.63,5,2,Day Scholar,8,Medium,VLSI Design,Medium,Beginner,Medium,Average,Medium
520,4,Mechanical,5.27,2,0,Day Scholar,7,Medium,Automobile Engineering,High,Beginner,High,Average,High
521,2,CSE,7.13,5,1,Day Scholar,8,Low,AI/ML,High,Beginner,High,Poor,Medium
522,1,EEE,8.5,3,0,Hostel,8,Low,Industrial Automation,High,Beginner,High,Poor,Low
523,4,CSE,5.2,3,0,Hostel,6,Low,Cybersecurity,Low,Beginner,High,Poor,High
524,4,IT,6.81,3,2,Day Scholar,5,High,AI/ML,High,Beginner,Medium,Good,Medium
525,2,IT,5.71,6,0,Day Scholar,8,Low,AI/ML,Low,Beginner,High,Poor,High
526,4,CSE,7.13,6,0,Day Scholar,5,High,Cybersecurity,High,Beginner,Medium,Good,Medium
527,1,EEE,7.05,5,2,Hostel,8,Low,Smart Grid Systems,Medium,Beginner,High,Poor,Medium
528,4,ECE,6.83,5,1,Hostel,7,Low,Embedded Systems,Medium,Beginner,High,Poor,Medium
529,4,Mechanical,5.35,1,1,Hostel,7,Medium,Thermal Engineering,Medium,Beginner,High,Average,High
530,4,EEE,7.22,6,0,Day Scholar,7,Medium,Electrical Design,Low,Beginner,Medium,Average,Medium
531,4,EEE,5.59,3,1,Day Scholar,5,High,Smart Grid Systems,High,Beginner,High,Good,High
532,2,IT,5.47,2,0,Hostel,7,Medium,Data Analysis,Low,Beginner,High,Average,High
533,4,EEE,9.17,5,1,Hostel,7,Low,Power Systems,Low,Intermediate,High,Poor,Low
534,4,Mechanical,5.86,4,0,Day Scholar,4,Medium,CAD Design,Low,Beginner,High,Average,High
535,3,Mechanical,7.83,3,0,Hostel,6,Medium,CAD Design,Low,Beginner,Medium,Average,Low
536,3,IT,5.55,2,1,Hostel,6,Low,Communication Skills,Low,Beginner,High,Poor,High
